user_id,age,gender,country,premium_user,subscription_months,monthly_subscription_fee,payment_method,daily_listening_hours,songs_played_per_day,session_duration,listening_days_per_week,skip_rate,playlist_count,liked_songs,search_frequency,shares_per_month,followed_artists,last_active_days,device_type,notifications_clicked,ads_clicked,monthly_spending,premium_renewals,lifetime_value,engagement_score,retention_score,satisfaction_score,churn
5813,41,Male,Canada,1,23,4.99,Debit Card,1.28,169,53.04,7,83.65,18,242,82,4,20,22,Web Player,81,33,4.99,22,114.77,25.22,0.0,64.58,1
5814,54,Male,India,1,43,4.99,PayPal,2.42,154,196.3,7,31.78,24,2233,21,9,182,17,Desktop,15,12,4.99,10,214.57,67.63,32.6,96.21,0
5815,47,Male,Canada,0,0,0.0,Free Plan,1.02,132,79.85,7,63.61,6,78,81,4,234,26,Tablet,92,23,0.0,0,0.0,25.68,0.0,73.29,1
5816,38,Female,USA,1,46,14.99,Debit Card,4.24,147,220.57,2,34.21,15,4584,86,17,102,9,Desktop,83,48,14.99,15,689.54,100.0,76.24,100.0,0
5817,39,Other,USA,0,0,0.0,Free Plan,6.51,52,200.38,2,15.09,31,3491,35,9,236,10,Mobile,94,2,0.0,0,0.0,100.0,80.47,100.0,0
5818,56,Male,South Korea,0,0,0.0,Free Plan,7.12,96,187.64,2,13.13,39,4953,21,24,262,20,Mobile,1,49,0.0,0,0.0,100.0,66.06,100.0,0
5819,36,Female,France,1,11,14.99,Google Pay,0.36,77,69.02,1,46.49,8,3714,90,12,276,25,Desktop,91,32,14.99,2,164.89,58.54,7.09,78.55,1
5820,22,Female,Germany,1,31,9.99,Apple Pay,6.27,123,221.02,2,83.53,10,2014,92,22,292,18,Web Player,47,22,9.99,8,309.69,100.0,47.94,89.58,1
5821,47,Female,India,1,24,9.99,Credit Card,3.18,170,77.44,1,74.22,48,3113,53,23,51,20,Web Player,15,47,9.99,18,239.76,89.48,37.21,78.79,0
5822,55,Male,France,0,0,0.0,Free Plan,3.33,61,208.72,6,61.25,33,1011,65,24,141,11,Mobile,19,19,0.0,0,0.0,66.96,32.08,86.03,1
5823,46,Other,France,0,0,0.0,Free Plan,1.67,78,155.13,2,50.89,5,2891,0,9,65,12,Mobile,71,24,0.0,0,0.0,51.36,18.09,82.91,0
5824,30,Female,UK,0,0,0.0,Free Plan,6.02,81,118.66,6,7.22,46,2605,73,7,177,11,Mobile,25,10,0.0,0,0.0,100.0,81.33,100.0,0
5825,47,Female,USA,1,28,14.99,PayPal,2.59,177,203.71,6,65.99,21,1573,51,13,29,3,Desktop,62,20,14.99,0,419.72,53.58,29.28,79.95,1
5826,33,Female,Japan,1,11,14.99,Apple Pay,6.52,48,91.91,7,17.29,7,3656,52,14,7,23,Mobile,95,22,14.99,0,164.89,100.0,60.31,100.0,0
5827,53,Other,South Korea,1,35,14.99,Apple Pay,5.03,145,128.8,7,84.48,5,4068,66,19,235,7,Desktop,13,22,14.99,16,524.65,100.0,64.16,82.91,0
5828,50,Female,South Korea,0,0,0.0,Free Plan,1.12,78,83.64,5,32.11,46,3247,60,7,280,17,Web Player,66,39,0.0,0,0.0,80.67,45.54,89.54,0
5829,48,Female,Canada,0,0,0.0,Free Plan,7.3,51,204.86,5,72.6,16,1561,86,24,41,5,Tablet,83,4,0.0,0,0.0,98.66,69.38,100.0,0
5830,53,Female,UK,0,0,0.0,Free Plan,6.39,177,202.0,6,49.69,27,2439,43,21,269,8,Desktop,21,24,0.0,0,0.0,100.0,73.09,100.0,0
5831,57,Other,Germany,1,35,14.99,Apple Pay,7.52,111,96.75,2,81.99,47,3145,99,19,293,14,Web Player,44,31,14.99,21,524.65,100.0,54.4,96.6,0
5832,50,Other,UK,1,31,14.99,Credit Card,5.1,112,95.1,2,0.18,31,2812,46,2,7,0,Tablet,82,34,14.99,8,464.69,94.97,94.92,100.0,0
5833,43,Other,Japan,1,7,9.99,Debit Card,6.75,20,208.61,6,17.11,1,2334,28,26,198,17,Tablet,27,45,9.99,5,69.93,100.0,69.37,100.0,0
5834,44,Male,India,1,17,9.99,Credit Card,1.63,60,235.5,4,65.42,35,2728,44,20,134,21,Mobile,91,19,9.99,18,169.83,67.78,16.65,75.44,1
5835,39,Female,Canada,1,42,9.99,Google Pay,3.82,28,200.4,6,75.09,3,2713,15,19,227,18,Tablet,2,14,9.99,16,419.58,78.18,28.65,81.55,0
5836,28,Other,Brazil,1,47,4.99,Credit Card,1.61,191,122.07,5,7.94,45,1034,70,5,95,0,Tablet,15,35,4.99,16,234.53,53.69,51.31,100.0,0
5837,40,Male,USA,1,11,9.99,UPI,7.99,102,55.33,2,47.13,44,2881,94,22,57,27,Tablet,84,4,9.99,2,109.89,100.0,45.36,100.0,0
5838,55,Female,Canada,0,0,0.0,Free Plan,1.35,46,13.85,5,22.45,18,2481,68,29,203,27,Web Player,36,22,0.0,0,0.0,57.46,10.23,95.53,0
5839,41,Male,Germany,0,0,0.0,Free Plan,5.32,58,188.97,1,82.13,23,1296,58,19,45,16,Desktop,77,14,0.0,0,0.0,79.91,31.27,85.53,0
5840,22,Male,USA,1,25,14.99,Apple Pay,2.73,37,57.19,4,21.85,4,3757,89,23,258,16,Mobile,11,6,14.99,11,374.75,79.77,49.21,100.0,0
5841,56,Male,Japan,1,28,4.99,Debit Card,1.13,55,162.44,1,73.24,23,1342,59,13,127,1,Desktop,51,48,4.99,1,139.72,42.57,19.1,69.03,0
5842,27,Female,USA,1,42,4.99,Google Pay,5.94,49,11.01,7,44.7,13,1122,78,12,167,13,Mobile,57,2,4.99,7,209.58,85.47,52.56,100.0,0
5843,27,Male,France,0,0,0.0,Free Plan,6.78,141,28.66,5,77.67,12,2091,55,29,22,20,Tablet,76,30,0.0,0,0.0,95.81,42.51,95.06,1
5844,43,Male,France,1,4,4.99,Google Pay,0.97,171,74.18,2,78.97,0,4742,8,24,47,22,Mobile,94,5,4.99,13,19.96,59.47,2.78,65.36,0
5845,47,Female,Germany,1,2,9.99,Credit Card,6.31,107,133.94,3,78.77,28,955,57,24,40,3,Desktop,33,1,9.99,14,19.98,88.65,60.52,92.16,0
5846,40,Female,Canada,1,27,14.99,UPI,1.46,69,179.48,1,79.34,13,4007,21,13,100,19,Web Player,46,27,14.99,11,404.73,66.17,13.87,67.63,1
5847,18,Female,Germany,1,44,14.99,PayPal,6.83,33,166.22,1,7.89,39,2301,90,24,186,26,Mobile,70,42,14.99,19,659.56,100.0,58.63,100.0,0
5848,32,Other,South Korea,1,12,4.99,UPI,1.69,15,179.08,7,13.11,4,193,1,9,8,15,Tablet,75,3,4.99,20,59.88,21.23,0.0,100.0,0
5849,53,Other,Japan,1,11,9.99,PayPal,4.05,61,45.3,6,67.44,9,2749,11,28,258,20,Tablet,25,16,9.99,19,109.89,85.39,35.16,86.53,1
5850,52,Other,UK,0,0,0.0,Free Plan,4.51,124,14.72,5,14.64,1,2211,13,26,153,1,Tablet,72,49,0.0,0,0.0,75.36,69.47,100.0,0
5851,24,Other,USA,0,0,0.0,Free Plan,7.49,79,159.56,2,8.06,29,746,76,4,211,7,Web Player,46,17,0.0,0,0.0,100.0,87.08,100.0,0
5852,29,Male,South Korea,1,9,9.99,UPI,3.24,49,171.98,3,57.75,28,1383,49,26,248,13,Web Player,57,32,9.99,7,89.91,72.63,35.8,87.33,0
5853,18,Male,UK,1,44,14.99,Debit Card,0.95,132,192.17,4,23.78,15,2117,89,0,81,27,Tablet,0,26,14.99,18,659.56,42.22,0.0,92.86,1
5854,32,Female,India,1,46,4.99,Debit Card,1.8,88,140.84,5,1.5,32,1574,30,18,297,18,Tablet,67,46,4.99,1,229.54,64.59,37.14,100.0,0
5855,32,Male,Australia,0,0,0.0,Free Plan,2.25,109,59.34,1,69.06,21,948,65,5,208,14,Web Player,43,36,0.0,0,0.0,52.88,11.16,76.72,1
5856,22,Female,South Korea,1,42,4.99,Debit Card,1.6,52,152.75,3,19.77,2,3309,15,28,201,25,Mobile,94,2,4.99,6,209.58,60.14,16.71,98.11,1
5857,18,Other,Canada,0,0,0.0,Free Plan,2.22,197,59.0,5,3.08,29,4291,6,28,179,28,Tablet,16,13,0.0,0,0.0,88.56,45.64,100.0,0
5858,40,Female,Australia,0,0,0.0,Free Plan,1.41,143,165.74,5,33.92,31,646,16,1,149,27,Mobile,1,27,0.0,0,0.0,43.51,0.0,90.09,1
5859,28,Male,Canada,0,0,0.0,Free Plan,2.99,199,122.34,2,33.15,47,4742,93,10,208,28,Web Player,3,5,0.0,0,0.0,100.0,48.06,98.38,0
5860,47,Other,Japan,1,46,9.99,UPI,3.7,192,203.41,5,6.29,24,3901,65,26,239,19,Desktop,16,24,9.99,11,459.54,99.96,69.57,100.0,0
5861,38,Male,India,1,46,9.99,Credit Card,0.28,64,31.11,6,99.3,2,3704,72,2,173,8,Tablet,21,13,9.99,17,459.54,49.49,7.7,51.75,1
5862,51,Female,Canada,0,0,0.0,Free Plan,1.13,173,108.44,2,22.48,22,2924,0,27,249,6,Tablet,77,37,0.0,0,0.0,63.99,48.25,94.41,0
5863,23,Female,Germany,1,22,14.99,PayPal,1.93,130,137.97,4,15.19,18,2880,90,13,232,24,Tablet,49,27,14.99,2,329.78,68.7,28.14,100.0,1
5864,20,Other,Canada,0,0,0.0,Free Plan,6.67,6,121.55,2,53.03,31,500,36,10,284,12,Web Player,87,28,0.0,0,0.0,100.0,66.09,100.0,0
5865,42,Male,Brazil,1,47,14.99,UPI,4.7,140,78.04,1,34.11,27,3064,37,21,126,8,Mobile,12,35,14.99,21,704.53,97.44,75.21,100.0,0
5866,23,Male,UK,1,46,14.99,Google Pay,1.33,194,107.71,6,95.44,41,1218,1,28,60,9,Web Player,56,39,14.99,15,689.54,48.98,6.85,58.93,0
5867,59,Female,UK,1,10,14.99,UPI,4.22,146,142.68,4,5.25,34,492,13,18,279,2,Web Player,89,45,14.99,13,149.9,78.07,73.49,100.0,0
5868,52,Other,Canada,1,25,4.99,Google Pay,3.66,175,196.87,4,59.32,2,1196,22,29,132,25,Mobile,39,11,4.99,16,124.75,56.16,0.86,88.64,0
5869,32,Other,UK,0,0,0.0,Free Plan,6.95,146,67.48,3,40.02,12,3348,89,5,55,5,Web Player,81,30,0.0,0,0.0,100.0,80.49,100.0,0
5870,44,Female,Japan,1,5,14.99,PayPal,5.73,177,210.99,7,26.26,16,2785,90,26,135,15,Desktop,77,8,14.99,11,74.95,99.9,69.52,100.0,0
5871,39,Male,USA,0,0,0.0,Free Plan,6.33,136,67.19,5,58.2,3,4587,12,2,260,14,Tablet,32,19,0.0,0,0.0,100.0,61.54,100.0,0
5872,51,Male,Japan,1,44,4.99,PayPal,1.15,41,144.43,3,83.97,42,613,97,27,83,17,Mobile,94,16,4.99,9,219.56,42.78,0.0,63.77,0
5873,54,Female,India,1,6,14.99,Apple Pay,6.86,28,88.1,5,74.46,3,3014,53,16,147,14,Mobile,56,38,14.99,2,89.94,100.0,56.66,97.07,0
5874,42,Other,France,1,14,14.99,Apple Pay,7.06,81,120.52,1,20.21,1,3521,3,12,256,24,Tablet,14,2,14.99,0,209.86,100.0,57.94,100.0,1
5875,40,Other,France,1,28,14.99,Credit Card,1.11,173,46.77,4,8.29,49,3026,44,8,228,29,Desktop,79,44,14.99,18,419.72,77.26,31.27,100.0,0
5876,57,Other,South Korea,1,23,4.99,Credit Card,7.69,163,76.15,3,5.64,16,3648,91,11,94,11,Web Player,67,2,4.99,6,114.77,100.0,81.81,100.0,0
5877,21,Other,Germany,0,0,0.0,Free Plan,2.71,126,122.98,3,7.24,9,69,93,18,258,19,Desktop,66,15,0.0,0,0.0,45.19,14.52,100.0,1
5878,59,Other,USA,1,4,9.99,Debit Card,5.11,69,10.84,2,16.1,46,4113,70,27,153,23,Mobile,89,28,9.99,23,39.96,100.0,60.67,100.0,0
5879,45,Female,Japan,1,43,14.99,Debit Card,4.4,76,144.8,4,80.4,19,1204,62,16,222,14,Web Player,65,27,14.99,20,644.57,76.64,31.52,81.8,0
5880,50,Other,South Korea,1,18,4.99,Debit Card,7.14,124,209.8,6,32.74,8,4572,44,23,219,2,Desktop,43,47,4.99,15,89.82,100.0,87.18,100.0,0
5881,35,Male,Australia,1,36,14.99,Debit Card,1.03,141,185.1,1,66.54,5,3693,57,17,39,9,Mobile,71,23,14.99,20,539.64,51.68,18.22,71.88,1
5882,53,Female,India,0,0,0.0,Free Plan,1.08,196,120.1,1,93.51,10,1276,0,3,246,2,Tablet,74,29,0.0,0,0.0,40.86,9.81,58.64,0
5883,38,Male,Australia,0,0,0.0,Free Plan,6.72,16,165.39,6,21.44,45,3040,34,25,241,5,Tablet,20,14,0.0,0,0.0,100.0,86.07,100.0,0
5884,20,Male,USA,1,13,4.99,UPI,0.29,156,226.63,4,32.15,11,384,43,27,48,16,Web Player,33,38,4.99,9,64.87,14.64,0.0,85.38,1
5885,38,Female,France,0,0,0.0,Free Plan,4.08,70,205.23,4,96.55,25,3614,41,27,216,29,Web Player,72,41,0.0,0,0.0,100.0,27.53,72.12,0
5886,49,Other,Germany,0,0,0.0,Free Plan,1.64,71,57.6,2,47.61,27,1713,11,24,285,7,Tablet,59,41,0.0,0,0.0,61.28,36.5,84.39,0
5887,53,Male,Australia,1,30,9.99,Apple Pay,2.21,184,97.1,5,13.28,48,3388,5,17,178,28,Desktop,23,15,9.99,6,299.7,88.88,42.9,100.0,0
5888,38,Female,USA,1,6,14.99,Debit Card,5.26,154,122.33,4,0.56,27,65,37,11,280,1,Mobile,12,44,14.99,17,89.94,80.75,79.08,100.0,0
5889,41,Other,Germany,1,43,4.99,Apple Pay,4.36,126,196.9,4,61.96,32,2037,30,5,156,17,Web Player,19,43,4.99,7,214.57,87.77,43.68,90.82,1
5890,54,Male,South Korea,1,38,14.99,Debit Card,6.38,175,160.31,5,23.46,13,4593,67,18,174,19,Web Player,6,47,14.99,19,569.62,100.0,64.46,100.0,0
5891,51,Female,Germany,0,0,0.0,Free Plan,4.32,93,156.88,1,14.41,45,2765,96,11,179,23,Desktop,64,19,0.0,0,0.0,100.0,61.18,100.0,0
5892,40,Male,Japan,0,0,0.0,Free Plan,0.94,57,58.54,7,13.11,33,689,13,14,285,17,Desktop,25,35,0.0,0,0.0,47.04,17.61,98.14,0
5893,36,Female,Germany,1,3,4.99,PayPal,2.22,144,165.42,2,41.84,41,1529,33,5,286,4,Web Player,37,10,4.99,3,14.97,72.29,53.74,90.18,0
5894,58,Male,South Korea,1,37,14.99,PayPal,6.54,55,148.64,2,73.21,16,4309,79,12,6,17,Desktop,16,20,14.99,14,554.63,100.0,52.54,96.09,0
5895,40,Male,Canada,0,0,0.0,Free Plan,7.95,106,32.76,6,84.08,24,3816,78,26,20,9,Desktop,22,11,0.0,0,0.0,100.0,61.28,97.71,0
5896,32,Male,UK,1,18,4.99,UPI,2.03,185,95.25,6,38.08,12,1434,48,15,80,7,Web Player,25,19,4.99,18,89.82,44.64,22.72,91.11,0
5897,42,Male,USA,1,1,9.99,Google Pay,0.42,140,206.36,7,7.39,37,3730,2,6,15,0,Desktop,69,4,9.99,16,9.99,60.75,58.53,98.41,0
5898,48,Other,Australia,0,0,0.0,Free Plan,3.32,80,35.71,2,79.34,49,2269,83,17,228,28,Tablet,81,32,0.0,0,0.0,91.79,25.99,76.93,1
5899,45,Male,Germany,0,0,0.0,Free Plan,4.01,138,223.75,3,2.79,10,1250,7,2,142,20,Mobile,91,49,0.0,0,0.0,64.7,33.86,100.0,0
5900,58,Female,Canada,0,0,0.0,Free Plan,0.43,24,202.88,6,66.9,34,1389,26,1,258,6,Desktop,20,28,0.0,0,0.0,48.09,19.02,68.7,0
5901,56,Male,USA,1,44,9.99,PayPal,2.72,38,65.15,4,69.16,45,2793,27,15,283,6,Desktop,85,23,9.99,13,439.56,91.78,62.03,79.02,0
5902,47,Female,South Korea,1,45,14.99,Credit Card,3.0,101,124.21,5,78.63,47,1696,90,4,147,1,Tablet,4,17,14.99,18,674.55,77.81,52.72,75.69,0
5903,34,Other,India,0,0,0.0,Free Plan,3.7,128,198.58,1,27.6,13,4070,76,11,198,1,Mobile,66,39,0.0,0,0.0,94.1,84.32,100.0,0
5904,30,Female,Brazil,0,0,0.0,Free Plan,4.52,146,55.84,7,78.25,27,516,96,11,248,3,Web Player,58,35,0.0,0,0.0,76.26,48.29,83.47,0
5905,39,Female,Australia,0,0,0.0,Free Plan,5.84,136,174.33,5,83.56,24,4412,52,3,183,28,Tablet,93,8,0.0,0,0.0,100.0,32.93,87.42,1
5906,35,Male,USA,0,0,0.0,Free Plan,6.43,112,167.13,5,93.27,47,1814,39,27,116,4,Web Player,30,22,0.0,0,0.0,100.0,66.02,85.52,0
5907,26,Female,India,1,19,4.99,Credit Card,0.74,76,106.12,3,93.21,27,611,26,15,142,7,Tablet,48,27,4.99,14,94.81,34.11,0.0,57.1,0
5908,41,Male,Australia,1,5,4.99,Apple Pay,2.88,68,182.37,3,84.41,39,2336,87,14,34,14,Tablet,96,3,4.99,2,24.95,73.36,27.04,72.19,0
5909,27,Male,Germany,0,0,0.0,Free Plan,3.51,139,120.07,3,17.28,9,4496,46,29,21,16,Web Player,83,5,0.0,0,0.0,85.61,56.43,100.0,0
5910,43,Other,India,1,31,9.99,Apple Pay,7.51,29,41.48,5,96.94,27,786,6,16,82,7,Desktop,98,7,9.99,16,309.69,100.0,60.42,89.08,0
5911,46,Other,France,0,0,0.0,Free Plan,5.59,15,104.78,5,83.81,31,4645,6,25,50,3,Desktop,1,32,0.0,0,0.0,100.0,70.36,86.05,0
5912,56,Male,South Korea,1,4,4.99,UPI,3.78,56,104.5,1,88.08,8,1592,54,6,116,15,Tablet,97,28,4.99,6,19.96,63.52,14.6,74.86,0
5913,50,Male,Brazil,0,0,0.0,Free Plan,4.81,105,199.72,3,62.4,14,3212,57,21,22,20,Desktop,69,44,0.0,0,0.0,88.32,39.6,92.85,1
5914,55,Other,UK,1,25,9.99,Credit Card,1.49,174,160.61,7,81.97,7,677,27,7,257,2,Mobile,33,35,9.99,16,249.75,38.02,10.43,66.47,0
5915,36,Male,Germany,0,0,0.0,Free Plan,5.39,34,96.93,5,38.19,19,3843,68,20,204,3,Desktop,65,45,0.0,0,0.0,100.0,84.04,100.0,0
5916,19,Other,Japan,0,0,0.0,Free Plan,5.66,140,13.12,1,95.89,31,4947,22,24,78,0,Web Player,93,15,0.0,0,0.0,100.0,71.23,80.36,0
5917,27,Other,India,0,0,0.0,Free Plan,5.2,5,9.52,4,74.41,40,1268,72,12,184,25,Tablet,79,9,0.0,0,0.0,93.88,34.06,88.8,1
5918,27,Other,South Korea,1,41,9.99,Debit Card,5.66,52,103.95,6,23.53,46,3584,49,27,28,19,Mobile,15,15,9.99,3,409.59,100.0,64.44,100.0,0
5919,41,Male,France,1,46,9.99,Apple Pay,1.11,54,215.39,5,41.6,32,4052,42,5,78,13,Web Player,62,8,9.99,13,459.54,71.52,39.54,84.75,0
5920,20,Male,Australia,0,0,0.0,Free Plan,6.01,198,160.82,3,29.33,4,2058,26,6,100,6,Desktop,48,41,0.0,0,0.0,87.68,69.88,100.0,0
5921,40,Male,UK,1,37,14.99,Debit Card,0.82,78,13.79,4,11.87,24,3877,83,28,43,22,Tablet,71,40,14.99,16,554.63,61.12,24.56,98.16,0
5922,52,Female,Canada,0,0,0.0,Free Plan,5.93,86,66.72,5,98.4,9,4794,23,15,72,12,Desktop,31,43,0.0,0,0.0,100.0,52.48,80.45,0
5923,55,Male,France,0,0,0.0,Free Plan,2.74,128,90.38,2,29.31,29,10,24,2,88,12,Web Player,66,25,0.0,0,0.0,46.4,19.61,99.05,0
5924,39,Other,France,0,0,0.0,Free Plan,5.07,142,205.52,3,85.38,8,4536,9,10,206,1,Mobile,74,42,0.0,0,0.0,100.0,72.89,82.66,0
5925,22,Female,Canada,0,0,0.0,Free Plan,5.58,107,59.89,3,78.51,27,2036,55,16,106,26,Tablet,88,26,0.0,0,0.0,94.96,32.41,88.64,1
5926,21,Male,Brazil,0,0,0.0,Free Plan,4.84,126,137.52,4,57.05,43,3052,61,26,129,26,Web Player,54,26,0.0,0,0.0,100.0,43.89,95.67,0
5927,33,Other,South Korea,0,0,0.0,Free Plan,7.78,185,230.8,2,76.27,15,3235,18,20,226,6,Mobile,36,20,0.0,0,0.0,100.0,68.12,100.0,0
5928,18,Other,USA,1,9,14.99,Google Pay,5.12,138,118.82,3,23.09,2,3470,48,25,105,22,Tablet,49,46,14.99,14,134.91,92.15,52.22,100.0,0
5929,37,Female,Germany,1,28,4.99,UPI,2.5,194,34.24,2,11.58,26,2135,42,0,282,7,Desktop,80,40,4.99,11,139.72,73.45,59.48,100.0,0
5930,50,Other,France,0,0,0.0,Free Plan,6.86,132,153.87,2,19.71,41,4099,63,6,206,25,Mobile,9,36,0.0,0,0.0,100.0,56.59,100.0,0
5931,44,Other,India,0,0,0.0,Free Plan,6.09,14,29.39,3,38.12,2,4464,14,29,136,20,Tablet,3,28,0.0,0,0.0,100.0,58.56,100.0,1
5932,39,Female,India,0,0,0.0,Free Plan,1.94,26,59.87,2,81.11,8,3002,73,2,175,20,Web Player,53,40,0.0,0,0.0,62.17,7.84,69.14,0
5933,47,Male,UK,0,0,0.0,Free Plan,7.73,13,212.02,4,17.66,23,363,76,12,146,16,Mobile,19,38,0.0,0,0.0,99.73,70.43,100.0,1
5934,50,Male,France,1,40,9.99,Credit Card,4.91,18,98.77,4,48.63,14,2748,88,29,113,29,Mobile,3,38,9.99,18,399.6,89.23,31.14,100.0,1
5935,59,Other,France,1,39,14.99,Google Pay,1.94,63,12.33,2,51.01,33,1460,80,7,185,19,Desktop,28,5,14.99,19,584.61,59.75,15.95,84.2,1
5936,23,Male,Australia,1,38,9.99,Debit Card,3.04,26,101.28,2,41.67,31,2309,5,7,107,10,Mobile,32,0,9.99,7,379.62,74.34,46.84,94.36,0
5937,54,Female,UK,1,26,4.99,Debit Card,5.38,174,68.02,3,53.32,4,448,97,11,118,12,Mobile,65,20,4.99,20,129.74,66.18,32.18,100.0,0
5938,47,Other,Japan,1,24,4.99,Credit Card,4.11,75,69.59,5,9.51,14,98,50,5,266,22,Tablet,33,30,4.99,20,119.76,62.38,26.53,100.0,0
5939,24,Other,UK,1,43,4.99,PayPal,7.24,107,235.39,1,45.23,34,41,59,25,63,16,Desktop,71,8,4.99,6,214.57,92.96,55.39,100.0,0
5940,57,Male,Germany,0,0,0.0,Free Plan,3.77,90,205.94,3,24.68,15,2930,25,21,256,13,Desktop,26,37,0.0,0,0.0,87.3,60.4,100.0,0
5941,47,Female,UK,1,25,9.99,PayPal,0.26,194,35.47,3,46.92,30,1436,74,29,143,15,Mobile,54,18,9.99,17,249.75,39.11,2.53,77.84,1
5942,56,Male,Japan,1,13,9.99,PayPal,6.01,66,135.76,6,99.04,35,2225,87,23,194,28,Web Player,44,0,9.99,19,129.87,100.0,28.29,80.53,0
5943,53,Male,UK,0,0,0.0,Free Plan,2.19,169,29.64,6,34.65,16,2461,13,4,291,12,Desktop,79,12,0.0,0,0.0,69.06,40.67,93.62,0
5944,41,Female,Brazil,1,14,14.99,Google Pay,6.08,21,126.44,3,30.88,21,4456,97,22,197,10,Web Player,40,26,14.99,16,209.86,100.0,75.74,100.0,0
5945,44,Other,USA,1,13,9.99,Credit Card,0.36,153,226.29,1,18.58,0,4365,97,29,39,2,Desktop,8,4,9.99,0,129.87,49.2,40.63,92.51,1
5946,56,Other,USA,1,5,9.99,UPI,0.35,128,125.22,2,26.57,38,4913,39,12,183,27,Desktop,98,22,9.99,14,49.95,80.78,32.31,88.47,1
5947,18,Other,South Korea,1,39,4.99,Apple Pay,0.68,175,99.38,3,18.84,16,2529,64,21,185,9,Mobile,77,5,4.99,17,194.61,49.34,30.19,93.98,0
5948,29,Other,Canada,0,0,0.0,Free Plan,1.81,146,213.85,5,88.49,17,2041,97,16,27,5,Tablet,32,35,0.0,0,0.0,48.36,14.31,64.81,0
5949,21,Female,South Korea,0,0,0.0,Free Plan,4.11,55,44.7,5,27.48,32,1044,43,28,23,24,Tablet,22,47,0.0,0,0.0,68.69,24.45,100.0,0
5950,38,Female,France,0,0,0.0,Free Plan,0.83,12,80.32,5,69.43,33,1895,2,15,133,16,Mobile,2,45,0.0,0,0.0,50.4,5.57,69.44,1
5951,41,Female,Japan,1,46,4.99,PayPal,1.1,41,170.5,4,70.53,17,1440,32,4,294,11,Mobile,77,19,4.99,8,229.54,48.6,10.94,70.23,0
5952,27,Male,Canada,1,37,4.99,Google Pay,3.01,111,5.89,1,1.59,47,4072,69,17,290,18,Desktop,34,21,4.99,4,184.63,100.0,72.52,100.0,0
5953,43,Female,UK,1,42,9.99,Debit Card,7.49,12,143.09,6,62.98,9,1690,14,19,37,17,Tablet,38,11,9.99,13,419.58,98.15,53.76,100.0,0
5954,35,Other,UK,0,0,0.0,Free Plan,5.49,184,43.26,4,66.59,0,2072,70,29,9,15,Web Player,85,16,0.0,0,0.0,76.07,33.59,94.16,0
5955,58,Male,Japan,1,26,9.99,PayPal,0.95,67,210.17,6,90.52,5,4608,65,26,169,7,Desktop,9,8,9.99,19,259.74,66.53,28.87,59.49,1
5956,47,Male,Brazil,1,9,14.99,Google Pay,3.25,53,80.04,2,27.85,3,71,69,27,246,16,Mobile,52,38,14.99,5,134.91,47.01,14.66,100.0,1
5957,31,Female,South Korea,1,33,4.99,UPI,5.29,195,135.44,4,77.55,46,2893,23,8,202,28,Web Player,76,10,4.99,1,164.67,100.0,34.73,87.67,1
5958,58,Other,South Korea,0,0,0.0,Free Plan,1.78,19,34.33,5,16.74,21,4406,22,28,69,27,Desktop,87,4,0.0,0,0.0,75.81,30.29,100.0,0
5959,51,Other,UK,0,0,0.0,Free Plan,2.62,12,216.91,2,52.86,40,2503,35,13,75,22,Tablet,18,12,0.0,0,0.0,74.98,26.12,86.67,1
5960,20,Male,France,1,7,4.99,Apple Pay,2.42,139,89.21,3,37.61,1,1973,98,5,79,18,Web Player,78,9,4.99,11,34.93,48.38,10.1,93.29,1
5961,39,Other,USA,1,41,4.99,Google Pay,4.55,87,187.07,3,29.07,17,3425,79,3,67,28,Web Player,42,6,4.99,15,204.59,91.6,40.88,100.0,0
5962,54,Other,India,0,0,0.0,Free Plan,3.48,147,184.31,3,34.55,2,1738,38,5,251,13,Web Player,86,41,0.0,0,0.0,65.73,35.87,100.0,0
5963,24,Other,UK,0,0,0.0,Free Plan,2.03,142,216.06,2,29.07,27,4778,79,21,73,24,Tablet,86,21,0.0,0,0.0,85.23,40.51,95.62,1
5964,39,Male,India,0,0,0.0,Free Plan,7.37,135,131.35,4,14.96,13,1460,78,29,248,25,Mobile,56,48,0.0,0,0.0,100.0,58.01,100.0,0
5965,41,Male,South Korea,0,0,0.0,Free Plan,7.39,124,113.68,7,86.48,35,4726,51,12,159,4,Mobile,26,49,0.0,0,0.0,100.0,68.06,93.71,1
5966,30,Female,France,1,46,9.99,UPI,4.26,63,109.35,3,85.71,15,2739,44,8,135,16,Tablet,89,8,9.99,11,459.54,84.24,34.53,78.44,0
5967,33,Female,UK,0,0,0.0,Free Plan,5.67,30,113.33,1,43.64,6,1793,47,5,200,23,Desktop,20,10,0.0,0,0.0,87.63,40.04,100.0,0
5968,49,Other,India,0,0,0.0,Free Plan,4.47,30,40.55,6,46.06,26,4799,19,15,3,8,Tablet,46,19,0.0,0,0.0,100.0,74.18,99.32,0
5969,49,Male,Japan,0,0,0.0,Free Plan,1.54,102,29.67,7,18.1,22,1855,92,22,174,22,Desktop,26,26,0.0,0,0.0,53.65,15.22,98.65,0
5970,40,Other,Canada,0,0,0.0,Free Plan,1.73,124,93.32,6,26.59,5,3828,81,5,263,17,Desktop,65,39,0.0,0,0.0,71.23,37.75,95.36,1
